;KBP1437D;KBP1438D;KBP1440D;KBP1456D;KBP1457D;KBP1481D;KBP1482D;KBP1484D
20140425;28100;0;;2741;21;-2135;0;2961
20140426;28100;0;;55;130;0;664;0
20140428;0;0;;55;130;0;0;0
20140429;28100;0;;2547;21;-1427;0;0
20140430;29000;0;;1450;21;-1335;0;1617
20140501;0;0;;1450;21;-1335;0;1335
20140502;29000;0;;5838;21;-4357;0;6159
20140503;29000;0;;55;705;0;2109;6467
20140505;29000;0;;1521;624;-1876;0;0
20140506;24500;0;;8062;185;-1693;0;1500
20140507;0;0;;8062;185;0;0;0
20140508;24500;0;;5566;57;-2671;0;9611
20140509;24500;0;;1147;2252;-1368;0;1322
20140510;24500;0;;57;2670;0;138;-1508
20140512;24500;0;;55;2556;-521;0;2
20140513;24500;0;;0;7382;-5943;0;0
20140514;21900;0;;3352;2137;-1657;0;-5424
20140515;21900;0;;1846;2137;-1452;0;2064
20140516;21900;0;;324;3338;-1414;0;2359
20140517;21900;0;;324;3338;0;1128;0
20140519;21900;0;;324;3338;0;208;72
20140520;21900;0;;324;3338;-768;0;0
20140521;22600;0;;324;3338;-435;0;0
20140522;22600;0;;324;3340;0;671;0
20140523;22600;0;;2316;24;-1457;0;0
20140524;22600;0;;0;102;0;939;0
20140526;22600;0;;4480;20;-1999;0;0
20140527;22600;0;;4952;20;-1605;0;4730
20140528;28400;0;;14;466;-2081;0;5403
20140529;28400;0;;69;20;-907;0;20
20140530;28400;0;;2495;20;-1432;0;542
20140531;28400;0;;0;616;0;1646;3091
20140602;28400;0;;5613;20;-3515;0;0
20140603;28400;0;;3495;70;-2843;0;6519
20140604;28400;0;;2407;261;0;0;3007
20140605;30000;0;;1061;70;-1810;0;3686
20140606;30000;0;;1113;70;-1653;0;2478
20140607;30000;0;;307;1626;0;717;0
20140609;30000;0;;0;1057;-1095;0;373
20140610;30000;0;;0;1740;-1112;0;683
20140611;27900;0;;0;1740;0;245;0
20140612;27900;0;;0;2753;0;837;0
20140613;27900;0;;101;1741;0;2010;-1114
20140614;27900;0;;101;1741;0;2020;0
20140616;0;0;;101;1741;0;0;0
20140617;27900;0;;2410;1690;0;636;0
20140618;30200;0;;87;2194;-836;0;2832
20140619;30200;0;;87;2199;-911;0;5
20140620;30200;0;;552;1896;-424;0;0
20140621;30200;0;;552;1896;0;0;-362
20140623;30200;0;;0;925;-1401;0;0
20140624;30200;0;;0;1124;-884;0;-935
20140625;26000;0;;77;1816;-2549;0;-1178
20140626;26000;0;;77;3375;-1714;0;-1866
20140627;26000;0;;4108;22;-1489;0;-3567
20140628;26000;0;;214;111;0;2492;0
20140630;26000;0;;3829;22;-1406;0;-376
20140701;26000;0;;11738;3808;-4287;0;3888
20140702;29800;0;;4170;389;-3076;0;8434
20140703;29800;0;;3983;22;0;0;2518
20140704;29800;0;;3296;414;-3109;0;4979
20140705;29800;0;;3296;414;0;1028;4139
20140707;29800;0;;425;1682;-558;0;0
20140708;29800;0;;0;2157;-381;0;0
20140709;30900;0;;2532;1286;-1060;0;-975
20140710;30900;0;;500;1901;0;272;2648
20140711;30900;0;;500;1901;0;0;104
20140712;30900;0;;500;1901;0;103;0
20140714;30900;0;;733;1343;-1250;0;0
20140715;30900;0;;500;2033;-1778;0;922
20140716;31400;0;;500;3191;-2601;0;0
20140717;31400;0;;938;2033;-4111;0;-1447
20140718;31400;0;;740;2033;-406;0;198
20140719;31400;0;;740;2033;-412;0;0
20140721;31400;0;;27;906;-1082;0;0
20140722;31400;0;;5135;18;-689;0;108
20140723;34700;0;;0;198;-2037;0;5316
20140724;34700;0;;334;91;-815;0;0
20140725;34700;0;;1781;215;-1511;0;458
20140726;34700;0;;0;283;0;332;0
20140728;34700;0;;0;3305;-849;0;0
20140729;34700;0;;0;1994;-1339;0;-3153
20140730;33300;0;;1403;215;-1418;0;-1926
20140731;33300;0;;653;227;-1390;0;1316
20140801;33300;0;;5469;154;0;0;454
20140802;33300;0;;215;659;0;0;-5041
20140804;33300;0;;3185;500;0;0;908
20140805;33300;0;;1785;508;-1949;0;3324
20140806;34200;0;;0;1332;-2309;0;2043
20140807;34200;0;;941;508;-2138;0;-606
20140808;34200;0;;665;508;-1737;0;1248
20140809;34200;0;;665;508;-1737;0;0
20140811;34200;0;;345;508;-1363;0;1263
20140812;34200;0;;256;914;-1496;0;1048
20140813;34200;0;;733;509;-1337;0;622
20140814;34200;0;;256;1752;0;26;1720
20140815;34200;0;;256;1162;-883;0;708
20140816;34200;0;;256;1870;-178;0;708
